u,v,adamic_adar,jaccard,preferential_attachment,resource_allocation,common_neighbors,shortest_path,deg_u,deg_v,wdeg_u,wdeg_v,clustering_u,clustering_v,label
chrisgaskill,jamesderrick,0.0,0.0,15,0.0,0,4,3,5,7,19,0.3333333333333333,0.2,0
douggilbert-smith,inarangel,0.0,0.0,20,0.0,0,3,2,10,4,154,1.0,0.2222222222222222,0
vkaminski,chrisgermany,0.0,0.0,2,0.0,0,-1,1,2,16,59,0.0,0.0,0
stewartrosman,alanaronowitz,0.0,0.0,12,0.0,0,3,2,6,3,142,0.0,0.4,0
keithholst,juliamurray,0.0,0.0,12,0.0,0,3,3,4,8,13,0.6666666666666666,0.3333333333333333,0
davidoxley,vkamins,0.0,0.0,6,0.0,0,-1,6,1,32,16,0.6666666666666666,0.0,0
marcusnettelton,brittdavis,0.0,0.0,15,0.0,0,4,5,3,15,10,0.4,0.3333333333333333,0
nancysellers,amyfitzpatrick,0.0,0.0,8,0.0,0,4,4,2,31,6,0.6666666666666666,1.0,0
michellelokay,barrytycholiz,0.0,0.0,90,0.0,0,3,9,10,61,41,0.5,0.17777777777777778,0
keithholst,ziminlu,0.0,0.0,3,0.0,0,4,3,1,8,3,0.6666666666666666,0.0,0
kevinhyatt,brittdavis,0.0,0.0,18,0.0,0,3,6,3,23,10,0.4666666666666667,0.3333333333333333,0
errolmclaughlin,vkaminski,0.0,0.0,5,0.0,0,-1,5,1,127,16,0.5,0.0,0
lisamellencamp,frankermis,0.0,0.0,24,0.0,0,4,6,4,25,54,0.06666666666666667,0.8333333333333334,0
rosaleefleming,kamkeiser,0.0,0.0,11,0.0,0,5,1,11,2,107,0.0,0.18181818181818182,0
barrytycholiz,psellers,0.3789231816899512,0.08333333333333333,30,0.07142857142857142,1,2,10,3,41,10,0.17777777777777778,1.0,0
wescolwell,lesliereeves,0.7552212418138318,0.3333333333333333,16,0.1468253968253968,2,2,4,4,7,14,0.5,0.5,0
brittdavis,lauraluce,0.0,0.0,6,0.0,0,3,3,2,10,18,0.3333333333333333,0.0,0
matthewlenhart,chrisgermany,0.4170323914242463,0.16666666666666666,10,0.09090909090909091,1,2,5,2,32,59,0.5,0.0,0
davidoxley,robertbadeer,0.0,0.0,18,0.0,0,3,6,3,32,12,0.6666666666666666,0.6666666666666666,0
johnlavorato,chrisabel,0.0,0.0,22,0.0,0,4,22,1,124,4,0.15584415584415584,0.0,0
kennethlay,peterkeohane,0.6236170816490856,0.16666666666666666,45,0.08116883116883117,2,2,5,9,34,37,0.3,0.3055555555555556,0
kennethlay,garyhickerson,0.3001016285004131,0.16666666666666666,10,0.03571428571428571,1,2,5,2,34,2,0.3,1.0,0
marcusnettelton,martincuilla,0.0,0.0,5,0.0,0,4,5,1,15,2,0.4,0.0,0
stephaniesever,eldon,0.0,0.0,4,0.0,0,4,2,2,4,12,0.0,1.0,0
raymondbowen,kaymann,0.0,0.0,80,0.0,0,3,8,10,39,38,0.2857142857142857,0.07142857142857142,0
wescolwell,chrisabel,0.0,0.0,4,0.0,0,3,4,1,7,4,0.5,0.0,0
samanthaboyd,larrycampbell,0.0,0.0,7,0.0,0,5,7,1,35,4,0.6190476190476191,0.0,0
karendenne,audreyrobertson,0.0,0.0,56,0.0,0,3,8,7,60,33,0.42857142857142855,0.7619047619047619,0
matthewlenhart,marieheard,0.0,0.0,85,0.0,0,4,5,17,32,171,0.5,0.27205882352941174,0
susanbailey,stuartzisman,0.0,0.0,10,0.0,0,3,10,1,61,1,0.4444444444444444,0.0,0
chrisgaskill,victorlamadrid,0.0,0.0,3,0.0,0,4,3,1,7,55,0.3333333333333333,0.0,0
jamesderrick,rickbuy,0.5581106265512472,0.1,30,0.16666666666666666,1,2,5,6,19,25,0.2,0.26666666666666666,0
richardshapiro,ziminlu,0.0,0.0,7,0.0,0,4,7,1,75,3,0.23809523809523808,0.0,0
sarahnovosel,geraldnemec,0.0,0.0,8,0.0,0,4,2,4,6,22,0.0,0.0,0
lesliereeves,torikuykendall,0.0,0.0,24,0.0,0,3,4,6,14,15,0.5,0.3333333333333333,0
chrisgaskill,timbelden,0.0,0.0,21,0.0,0,3,3,7,7,39,0.3333333333333333,0.2857142857142857,0
cindyolson,kevinhyatt,0.0,0.0,18,0.0,0,5,3,6,4,23,0.3333333333333333,0.4666666666666667,0
gregwhalley,brittdavis,0.0,0.0,30,0.0,0,3,10,3,53,10,0.28888888888888886,0.3333333333333333,0
scottneal,geraldnemec,0.0,0.0,24,0.0,0,3,6,4,16,22,0.6666666666666666,0.0,0
gregwhalley,stephaniesever,0.0,0.0,20,0.0,0,4,10,2,53,4,0.28888888888888886,0.0,0
barrytycholiz,gregjohnston,0.7213475204444817,0.08333333333333333,30,0.25,1,2,10,3,41,6,0.17777777777777778,0.3333333333333333,0
elizabethsager,dutchquigley,0.4170323914242463,0.05,96,0.09090909090909091,1,2,16,6,80,72,0.2,0.5,0
andyzipper,sarashackleton,0.0,0.0,90,0.0,0,3,6,15,31,101,0.4,0.3142857142857143,0
mikemaggi,davidport,0.0,0.0,15,0.0,0,3,3,5,36,19,0.6666666666666666,0.3,0
stevenharris,johnlavorato,0.0,0.0,264,0.0,0,3,12,22,90,124,0.3333333333333333,0.15584415584415584,0
psellers,scottneal,0.0,0.0,18,0.0,0,4,3,6,10,16,1.0,0.6666666666666666,0
kennethlay,gregjohnston,0.0,0.0,15,0.0,0,3,5,3,34,6,0.3,0.3333333333333333,0
drewfossum,lisamellencamp,0.0,0.0,36,0.0,0,3,6,6,57,25,0.26666666666666666,0.06666666666666667,0
sarashackleton,russelldiamond,0.0,0.0,15,0.0,0,4,15,1,101,5,0.3142857142857143,0.0,0
lindydonoho,amyfitzpatrick,0.0,0.0,16,0.0,0,4,8,2,44,6,0.5,1.0,0
brianredmond,lornabrennan,0.0,0.0,12,0.0,0,4,3,4,13,11,0.3333333333333333,0.8333333333333334,0
davidforster,sallybeck,0.3001016285004131,0.08333333333333333,36,0.03571428571428571,1,2,4,9,8,27,0.6666666666666666,0.19444444444444445,0
mikegrigsby,shonawilson,0.0,0.0,28,0.0,0,4,14,2,118,10,0.1978021978021978,0.0,0
chrisabel,brittdavis,0.0,0.0,3,0.0,0,4,1,3,4,10,0.0,0.3333333333333333,0
shonawilson,ericbass,0.0,0.0,6,0.0,0,4,2,3,10,33,0.0,0.0,0
karendenne,michellelokay,0.0,0.0,72,0.0,0,3,8,9,60,61,0.42857142857142855,0.5,0
rosaleefleming,lauraluce,0.0,0.0,2,0.0,0,4,1,2,2,18,0.0,0.0,0
info,kaynecoulter,0.0,0.0,3,0.0,0,4,3,1,10,3,0.0,0.0,0
sarashackleton,gregwhalley,0.3001016285004131,0.041666666666666664,150,0.03571428571428571,1,2,15,10,101,53,0.3142857142857143,0.28888888888888886,0
rodhayslett,tanajones,0.0,0.0,132,0.0,0,3,12,11,109,58,0.16666666666666666,0.32727272727272727,0
kamkeiser,marieheard,0.0,0.0,187,0.0,0,3,11,17,107,171,0.18181818181818182,0.27205882352941174,0
inarangel,rickbuy,0.0,0.0,60,0.0,0,3,10,6,154,25,0.2222222222222222,0.26666666666666666,0
robmilnthorp,timbelden,0.6236170816490856,0.25,21,0.08116883116883117,2,2,3,7,14,39,1.0,0.2857142857142857,0
gregjohnston,russelldiamond,0.0,0.0,3,0.0,0,5,3,1,6,5,0.3333333333333333,0.0,0
davidport,kennethlay,0.6236170816490856,0.25,25,0.08116883116883117,2,2,5,5,19,34,0.3,0.3,0
christianyoder,sheilatweed,0.0,0.0,4,0.0,0,3,2,2,9,3,0.0,0.0,0
andyzipper,drewfossum,0.0,0.0,36,0.0,0,3,6,6,31,57,0.4,0.26666666666666666,0
kamkeiser,wescolwell,0.5138983423697507,0.07142857142857142,44,0.14285714285714285,1,2,11,4,107,7,0.18181818181818182,0.5,0
sheilatweed,chrisgermany,0.0,0.0,4,0.0,0,5,2,2,3,59,0.0,0.0,0
debraperlingiere,joehartsoe,0.0,0.0,12,0.0,0,5,4,3,15,3,0.16666666666666666,0.6666666666666666,0
gregwhalley,brianredmond,0.7552212418138318,0.18181818181818182,30,0.1468253968253968,2,2,10,3,53,13,0.28888888888888886,0.3333333333333333,0
janetdietrich,lornabrennan,0.0,0.0,20,0.0,0,3,5,4,28,11,0.7,0.8333333333333334,0
douggilbert-smith,shelleycorman,0.0,0.0,10,0.0,0,4,2,5,4,20,1.0,0.4,0
arsystem,scottneal,0.3789231816899512,0.1,36,0.07142857142857142,1,2,6,6,19,16,0.13333333333333333,0.6666666666666666,0
jayreitmeyer,sheilatweed,0.0,0.0,10,0.0,0,5,5,2,40,3,0.5,0.0,0
debraperlingiere,errolmclaughlin,0.0,0.0,20,0.0,0,4,4,5,15,127,0.16666666666666666,0.5,0
amyfitzpatrick,paulkaufman,0.0,0.0,6,0.0,0,3,2,3,6,24,1.0,0.6666666666666666,0
molliegustafson,jayreitmeyer,0.0,0.0,5,0.0,0,3,1,5,1,40,0.0,0.5,0
johngriffith,paulkaufman,0.0,0.0,21,0.0,0,4,7,3,88,24,0.23809523809523808,0.6666666666666666,0
davidoxley,douggilbert-smith,0.32351545314867247,0.14285714285714285,12,0.045454545454545456,1,2,6,2,32,4,0.6666666666666666,1.0,0
susanbailey,barrytycholiz,0.0,0.0,100,0.0,0,3,10,10,61,41,0.4444444444444444,0.17777777777777778,0
debraperlingiere,jeffdasovich,0.0,0.0,56,0.0,0,3,4,14,15,138,0.16666666666666666,0.12121212121212122,0
keithholst,tklohman,0.0,0.0,18,0.0,0,4,3,6,8,20,0.6666666666666666,0.8666666666666667,0
russelldiamond,lisamellencamp,0.0,0.0,6,0.0,0,5,1,6,5,25,0.0,0.06666666666666667,0
kamkeiser,pattisullivan,0.3789231816899512,0.09090909090909091,11,0.07142857142857142,1,2,11,1,107,5,0.18181818181818182,0.0,0
debraperlingiere,ziminlu,0.0,0.0,4,0.0,0,5,4,1,15,3,0.16666666666666666,0.0,0
mikemaggi,debraperlingiere,0.0,0.0,12,0.0,0,4,3,4,36,15,0.6666666666666666,0.16666666666666666,0
barrytycholiz,travismccullough,0.0,0.0,40,0.0,0,3,10,4,41,4,0.17777777777777778,0.3333333333333333,0
arsystem,russelldiamond,0.0,0.0,6,0.0,0,5,6,1,19,5,0.13333333333333333,0.0,0
richardshapiro,scottneal,0.32351545314867247,0.09090909090909091,42,0.045454545454545456,1,2,7,6,75,16,0.23809523809523808,0.6666666666666666,0
stephaniepanus,davidbaumbach,0.0,0.0,8,0.0,0,5,8,1,59,8,0.2857142857142857,0.0,0
victorlamadrid,dutchquigley,0.0,0.0,6,0.0,0,5,1,6,55,72,0.0,0.5,0
lorrainelindberg,johnambler,0.0,0.0,5,0.0,0,6,5,1,13,4,1.0,0.0,0
eldon,stevenharris,0.3789231816899512,0.07692307692307693,24,0.07142857142857142,1,2,2,12,12,90,1.0,0.3333333333333333,0
kevinhyatt,lisamellencamp,0.0,0.0,36,0.0,0,3,6,6,23,25,0.4666666666666667,0.06666666666666667,0
vkaminski,lorrainelindberg,0.0,0.0,5,0.0,0,-1,1,5,16,13,0.0,1.0,0
keithholst,timbelden,0.7405478445729188,0.25,21,0.13636363636363635,2,2,3,7,8,39,0.6666666666666666,0.2857142857142857,0
garyhickerson,info,0.36926937306885504,0.25,6,0.06666666666666667,1,2,2,3,2,10,1.0,0.0,0
rosaleefleming,douggilbert-smith,0.0,0.0,2,0.0,0,4,1,2,2,4,0.0,1.0,0
kaymann,richardcausey,0.0,0.0,10,0.0,0,4,10,1,38,3,0.07142857142857142,0.0,0
cameron,sheilatweed,0.0,0.0,6,0.0,0,3,3,2,19,3,1.0,0.0,0
lorrainelindberg,ziminlu,0.0,0.0,5,0.0,0,7,5,1,13,3,1.0,0.0,0
douggilbert-smith,lauraluce,0.0,0.0,4,0.0,0,3,2,2,4,18,1.0,0.0,0
lauraluce,lesliereeves,0.3001016285004131,0.2,8,0.03571428571428571,1,2,2,4,18,14,0.0,0.5,0
drewfossum,molliegustafson,0.0,0.0,6,0.0,0,4,6,1,57,1,0.26666666666666666,0.0,0
rickbuy,matthewlenhart,0.0,0.0,30,0.0,0,3,6,5,25,32,0.26666666666666666,0.5,0
davidport,info,0.5581106265512472,0.14285714285714285,15,0.16666666666666666,1,2,5,3,19,10,0.3,0.0,0
pattisullivan,suzanneadams,0.0,0.0,3,0.0,0,4,1,3,5,17,0.0,0.6666666666666666,0
ziminlu,scottneal,0.0,0.0,6,0.0,0,3,1,6,3,16,0.0,0.6666666666666666,0
michellelokay,drewfossum,0.8048592087636893,0.15384615384615385,54,0.16666666666666666,2,2,9,6,61,57,0.5,0.26666666666666666,0
robmilnthorp,cameron,0.0,0.0,9,0.0,0,3,3,3,14,19,1.0,1.0,0
sallybeck,gregjohnston,0.0,0.0,27,0.0,0,3,9,3,27,6,0.19444444444444445,0.3333333333333333,0
torikuykendall,rodhayslett,0.5581106265512472,0.058823529411764705,72,0.16666666666666666,1,2,6,12,15,109,0.3333333333333333,0.16666666666666666,0
drewfossum,johnarnold,0.0,0.0,66,0.0,0,3,6,11,57,161,0.26666666666666666,0.2545454545454545,0
davidoxley,stephaniepanus,0.0,0.0,48,0.0,0,3,6,8,32,59,0.6666666666666666,0.2857142857142857,0
markkoenig,lauraluce,0.0,0.0,6,0.0,0,3,3,2,12,18,0.0,0.0,0
edwardsacks,kennethlay,0.3001016285004131,0.1,30,0.03571428571428571,1,2,6,5,17,34,0.7333333333333333,0.3,0
martincuilla,shonawilson,0.0,0.0,2,0.0,0,5,1,2,2,10,0.0,0.0,0
susanbailey,larrycampbell,0.0,0.0,10,0.0,0,5,10,1,61,4,0.4444444444444444,0.0,0
drewfossum,christianyoder,0.0,0.0,12,0.0,0,3,6,2,57,9,0.26666666666666666,0.0,0
ziminlu,sallybeck,0.0,0.0,9,0.0,0,4,1,9,3,27,0.0,0.19444444444444445,0
amyfitzpatrick,susanbailey,0.0,0.0,20,0.0,0,3,2,10,6,61,1.0,0.4444444444444444,0
eldon,shonawilson,0.0,0.0,4,0.0,0,5,2,2,12,10,1.0,0.0,0
scottneal,davidbaumbach,0.0,0.0,6,0.0,0,4,6,1,16,8,0.6666666666666666,0.0,0
peterkeohane,robertbadeer,0.0,0.0,27,0.0,0,3,9,3,37,12,0.3055555555555556,0.6666666666666666,0
kamkeiser,johnambler,0.0,0.0,11,0.0,0,5,11,1,107,4,0.18181818181818182,0.0,0
samanthaboyd,rosaleefleming,0.0,0.0,7,0.0,0,5,7,1,35,2,0.6190476190476191,0.0,0
keithholst,chrisabel,0.0,0.0,3,0.0,0,5,3,1,8,4,0.6666666666666666,0.0,0
janetdietrich,vkamins,0.0,0.0,5,0.0,0,-1,5,1,28,16,0.7,0.0,0
peterkeohane,michellecash,1.1817277082003328,0.1875,90,0.24783549783549783,3,2,9,10,37,30,0.3055555555555556,0.24444444444444444,0
nancysellers,brenthendry,0.0,0.0,24,0.0,0,4,4,6,31,9,0.6666666666666666,0.5333333333333333,0
cameron,rickbuy,0.0,0.0,18,0.0,0,3,3,6,19,25,1.0,0.26666666666666666,0
stuartzisman,joehartsoe,0.0,0.0,3,0.0,0,5,1,3,1,3,0.0,0.6666666666666666,0
kaymann,ziminlu,0.0,0.0,10,0.0,0,5,10,1,38,3,0.07142857142857142,0.0,0
laureladams,shelleycorman,0.0,0.0,15,0.0,0,5,3,5,35,20,0.6666666666666666,0.4,0
larrycampbell,marcusnettelton,0.0,0.0,5,0.0,0,5,1,5,4,15,0.0,0.4,0
sheilaglover,arsystem,0.0,0.0,24,0.0,0,3,4,6,25,19,0.6666666666666666,0.13333333333333333,0
chrisabel,ericbass,0.0,0.0,3,0.0,0,5,1,3,4,33,0.0,0.0,0
raymondbowen,davidbaumbach,0.0,0.0,8,0.0,0,4,8,1,39,8,0.2857142857142857,0.0,0
edwardsacks,sallybeck,0.3001016285004131,0.07142857142857142,54,0.03571428571428571,1,2,6,9,17,27,0.7333333333333333,0.19444444444444445,0
suzanneadams,laureladams,0.0,0.0,9,0.0,0,4,3,3,17,35,0.6666666666666666,0.6666666666666666,0
markkoenig,kevinhyatt,0.0,0.0,18,0.0,0,5,3,6,12,23,0.0,0.4666666666666667,0
johnlavorato,edwardsacks,0.3001016285004131,0.037037037037037035,132,0.03571428571428571,1,2,22,6,124,17,0.15584415584415584,0.7333333333333333,0
kaymann,timbelden,0.0,0.0,70,0.0,0,3,10,7,38,39,0.07142857142857142,0.2857142857142857,0
ziminlu,andyzipper,0.5138983423697507,0.16666666666666666,6,0.14285714285714285,1,2,1,6,3,31,0.0,0.4,0
lorrainelindberg,cindyolson,0.0,0.0,15,0.0,0,5,5,3,13,4,1.0,0.3333333333333333,0
janetdietrich,victorlamadrid,0.0,0.0,5,0.0,0,4,5,1,28,55,0.7,0.0,0
kamkeiser,mikemaggi,0.0,0.0,33,0.0,0,3,11,3,107,36,0.18181818181818182,0.6666666666666666,0
larrycampbell,brenthendry,0.0,0.0,6,0.0,0,6,1,6,4,9,0.0,0.5333333333333333,0
chrisgermany,robmilnthorp,0.0,0.0,6,0.0,0,4,2,3,59,14,0.0,1.0,0
dutchquigley,kaynecoulter,0.0,0.0,6,0.0,0,4,6,1,72,3,0.5,0.0,0
michellelokay,ziminlu,0.0,0.0,9,0.0,0,6,9,1,61,3,0.5,0.0,0
laureladams,christianyoder,0.0,0.0,6,0.0,0,4,3,2,35,9,0.6666666666666666,0.0,0
jeffdasovich,tanajones,0.0,0.0,154,0.0,0,3,14,11,138,58,0.12121212121212122,0.32727272727272727,0
markkoenig,stewartrosman,0.0,0.0,6,0.0,0,5,3,2,12,3,0.0,0.0,0
gregwhalley,lauraluce,0.3001016285004131,0.09090909090909091,20,0.03571428571428571,1,2,10,2,53,18,0.28888888888888886,0.0,0
audreyrobertson,davidbaumbach,0.0,0.0,7,0.0,0,6,7,1,33,8,0.7619047619047619,0.0,0
tanajones,richardcausey,0.0,0.0,11,0.0,0,4,11,1,58,3,0.32727272727272727,0.0,0
ericbass,elizabethlinnell,0.0,0.0,3,0.0,0,4,3,1,33,4,0.0,0.0,0
michellelokay,pattisullivan,0.0,0.0,9,0.0,0,3,9,1,61,5,0.5,0.0,0
richardshapiro,alanaronowitz,0.0,0.0,42,0.0,0,3,7,6,75,142,0.23809523809523808,0.4,0
lindydonoho,lisamellencamp,0.0,0.0,48,0.0,0,3,8,6,44,25,0.5,0.06666666666666667,0
marcusnettelton,torikuykendall,0.0,0.0,30,0.0,0,3,5,6,15,15,0.4,0.3333333333333333,0
keithholst,suzanneadams,0.0,0.0,9,0.0,0,4,3,3,8,17,0.6666666666666666,0.6666666666666666,0
juliamurray,susanbailey,0.36926937306885504,0.07692307692307693,40,0.06666666666666667,1,2,4,10,13,61,0.3333333333333333,0.4444444444444444,0
juliearmstrong,johnarnold,0.0,0.0,88,0.0,0,5,8,11,16,161,0.4642857142857143,0.2545454545454545,0
jeffdasovich,cheryljohnson,0.0,0.0,42,0.0,0,4,14,3,138,19,0.12121212121212122,0.3333333333333333,0
barrytycholiz,susanbailey,0.0,0.0,100,0.0,0,3,10,10,41,61,0.17777777777777778,0.4444444444444444,0
matthewlenhart,marycook,0.0,0.0,55,0.0,0,4,5,11,32,125,0.5,0.4909090909090909,0
samanthaboyd,kaynecoulter,0.0,0.0,7,0.0,0,3,7,1,35,3,0.6190476190476191,0.0,0
johngriffith,robmilnthorp,0.0,0.0,21,0.0,0,3,7,3,88,14,0.23809523809523808,1.0,0
russelldiamond,kamkeiser,0.0,0.0,11,0.0,0,3,1,11,5,107,0.0,0.18181818181818182,0
richardcausey,alanaronowitz,0.0,0.0,6,0.0,0,4,1,6,3,142,0.0,0.4,0
dutchquigley,michellecash,0.0,0.0,60,0.0,0,3,6,10,72,30,0.5,0.24444444444444444,0
mikegrigsby,andyzipper,0.43429448190325176,0.05263157894736842,84,0.1,1,2,14,6,118,31,0.1978021978021978,0.4,0
martincuilla,chrisabel,0.0,0.0,1,0.0,0,6,1,1,2,4,0.0,0.0,0
chrisgermany,chrisgaskill,0.0,0.0,6,0.0,0,3,2,3,59,7,0.0,0.3333333333333333,0
psellers,paulkaufman,0.3789231816899512,0.2,9,0.07142857142857142,1,2,3,3,10,24,1.0,0.6666666666666666,0
lauraluce,sarashackleton,0.3001016285004131,0.0625,30,0.03571428571428571,1,2,2,15,18,101,0.0,0.3142857142857143,0
paulkaufman,susanbailey,0.0,0.0,30,0.0,0,4,3,10,24,61,0.6666666666666666,0.4444444444444444,0
robmilnthorp,brittdavis,0.0,0.0,9,0.0,0,3,3,3,14,10,1.0,0.3333333333333333,0
stephaniesever,martincuilla,0.0,0.0,2,0.0,0,3,2,1,4,2,0.0,0.0,0
stewartrosman,matthewlenhart,0.0,0.0,10,0.0,0,5,2,5,3,32,0.0,0.5,0
sheilatweed,karendenne,0.0,0.0,16,0.0,0,3,2,8,3,60,0.0,0.42857142857142855,0
audreyrobertson,jamesderrick,0.0,0.0,35,0.0,0,4,7,5,33,19,0.7619047619047619,0.2,0
danadavis,lindydonoho,0.0,0.0,16,0.0,0,3,2,8,4,44,0.0,0.5,0
scottneal,christianyoder,0.0,0.0,12,0.0,0,4,6,2,16,9,0.6666666666666666,0.0,0
lesliereeves,lornabrennan,0.0,0.0,16,0.0,0,4,4,4,14,11,0.5,0.8333333333333334,0
jayreitmeyer,jimschwieger,0.9102392266268373,0.1111111111111111,25,0.3333333333333333,1,2,5,5,40,22,0.5,0.2,0
gregwhalley,travismccullough,0.0,0.0,40,0.0,0,3,10,4,53,4,0.28888888888888886,0.3333333333333333,0
jimschwieger,kaynecoulter,0.0,0.0,5,0.0,0,5,5,1,22,3,0.2,0.0,0
matthewlenhart,geraldnemec,0.0,0.0,20,0.0,0,3,5,4,32,22,0.5,0.0,0
pattisullivan,timbelden,0.0,0.0,7,0.0,0,3,1,7,5,39,0.0,0.2857142857142857,0
jeffdasovich,jimschwieger,0.0,0.0,70,0.0,0,3,14,5,138,22,0.12121212121212122,0.2,0
mikemaggi,wescolwell,0.0,0.0,12,0.0,0,3,3,4,36,7,0.6666666666666666,0.5,0
garyhickerson,kevinhyatt,0.0,0.0,12,0.0,0,4,2,6,2,23,1.0,0.4666666666666667,0
russelldiamond,davidport,0.0,0.0,5,0.0,0,4,1,5,5,19,0.0,0.3,0
